size,recipe,n_train,rate_train,lift_train,n_val,rate_val,lift_val,n_test,rate_test,lift_test,avg_oos_rate,min_oos_rate
4,bb_width_q1 & pos_in_range_20_q1 & sess_london_1 & vol_5_20_q4,178,0.16853932584269662,1.8428214731585517,92,0.16304347826086957,1.8701897110450985,62,0.22580645161290322,2.3450111470039583,0.19442496493688638,0.16304347826086957
3,bb_pos_q1 & bb_width_q1 & vol_5_20_q4,288,0.17708333333333334,1.9362422839506175,135,0.16296296296296298,1.8692661605705083,129,0.20155038759689922,2.093110724789801,0.1822566752799311,0.16296296296296298
4,bb_pos_q1 & bb_width_q1 & sess_ny_0 & vol_5_20_q4,124,0.24193548387096775,2.645340501792115,43,0.16279069767441862,1.8672901921132457,56,0.30357142857142855,3.152604271609913,0.23318106312292358,0.16279069767441862
4,atr_14_q1 & bb_pos_q1 & dist_ema200_q1 & vol_5_20_q4,64,0.234375,2.5626736111111112,43,0.16279069767441862,1.8672901921132457,26,0.2692307692307692,2.795974829120104,0.21601073345259392,0.16279069767441862
4,atr_ratio_q1 & h_1 & pos_in_range_20_q1 & range_20_q1,133,0.23308270676691728,2.54854358117516,43,0.16279069767441862,1.8672901921132457,61,0.21311475409836064,2.2132072417859368,0.18795272588638962,0.16279069767441862
4,atr_ratio_q2 & bb_pos_q1 & sess_london_1 & vol_5_20_q4,195,0.16923076923076924,1.8503817663817665,86,0.16279069767441862,1.8672901921132457,52,0.21153846153846154,2.1968373657372244,0.18716457960644006,0.16279069767441862
4,h_1 & pos_in_range_20_q1 & rsi_14_q1 & sess_london_1,108,0.18518518518518517,2.0248285322359396,43,0.16279069767441862,1.8672901921132457,56,0.17857142857142858,1.8544731009470077,0.17068106312292358,0.16279069767441862
2,bb_pos_q1 & h_2,657,0.1765601217656012,1.9305214499126218,297,0.19528619528619529,2.2400296965514355,332,0.16265060240963855,1.689134535320407,0.17896839884791693,0.16265060240963855
3,bb_pos_q1 & h_2 & sess_london_1,657,0.1765601217656012,1.9305214499126218,297,0.19528619528619529,2.2400296965514355,332,0.16265060240963855,1.689134535320407,0.17896839884791693,0.16265060240963855
3,bb_pos_q1 & h_2 & sess_ny_0,657,0.1765601217656012,1.9305214499126218,297,0.19528619528619529,2.2400296965514355,332,0.16265060240963855,1.689134535320407,0.17896839884791693,0.16265060240963855
4,bb_pos_q1 & h_2 & sess_london_1 & sess_ny_0,657,0.1765601217656012,1.9305214499126218,297,0.19528619528619529,2.2400296965514355,332,0.16265060240963855,1.689134535320407,0.17896839884791693,0.16265060240963855
4,atr_14_q1 & bb_pos_q1 & pos_in_range_20_q1 & vol_5_20_q4,142,0.20422535211267606,2.2330151278038604,80,0.1625,1.863955745341615,76,0.21052631578947367,2.1863261821691036,0.18651315789473683,0.1625
4,bb_pos_q1 & bb_width_q1 & range_20_q1 & vol_5_20_q4,243,0.18518518518518517,2.0248285322359396,117,0.1623931623931624,1.862730264904178,117,0.20512820512820512,2.13026653647246,0.18376068376068377,0.1623931623931624
4,bb_pos_q1 & dist_ema200_q1 & h_2 & pos_in_range_20_q1,267,0.18726591760299627,2.047579414620613,117,0.1623931623931624,1.862730264904178,127,0.1732283464566929,1.798984929422609,0.16781075442492766,0.1623931623931624
4,atr_14_q1 & bb_width_q1 & h_1 & macd_hist_q1,88,0.23863636363636365,2.609267676767677,37,0.16216216216216217,1.8600805774718818,46,0.1956521739130435,2.031857484515852,0.17890716803760282,0.16216216216216217
4,atr_ratio_q2 & rsi_14_q1 & sess_london_1 & vol_5_20_q4,137,0.18248175182481752,1.9952689916193567,68,0.16176470588235295,1.8555215564486665,48,0.1875,1.9471967559943582,0.17463235294117646,0.16176470588235295
